price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,month,weekday
275000.0,3,3,2030.0,6326.0,2,no,No view,Average,2030,0,1993,0,23418 SE 282nd Pl,Maple Valley,WA 98038,May,Wednesday
430000.0,3,3,2550.0,11160.0,2,no,No view,Average,2550,0,1994,0,14540 5th Ave NE,Shoreline,WA 98155,May,Wednesday
300000.0,2,1,970.0,7684.0,1,no,No view,Average,970,0,1949,1998,9807 22nd Ave SW,Seattle,WA 98106,May,Wednesday
396450.0,3,2,1540.0,12446.0,1,no,No view,Excellent,1540,0,1967,0,1106-1128 Lewis Ln SE,Issaquah,WA 98027,May,Wednesday
225000.0,2,1,1396.0,7684.0,1,no,No view,Average,1396,0,1940,1997,24841 Redmond-Fall City Rd NE,Redmond,WA 98053,May,Wednesday
700000.0,4,4,2780.0,7875.0,2,no,No view,Average,2780,0,2006,0,543 N 138th St,Seattle,WA 98133,May,Wednesday
260000.0,3,2,2220.0,8797.0,1,no,No view,Average,2220,0,1977,2004,142 11th St SE,Auburn,WA 98002,May,Wednesday
655000.0,4,4,2350.0,7684.0,2,no,Good view,Average,1670,680,1994,0,11221 NE 106th Pl,Kirkland,WA 98033,May,Wednesday
461000.0,3,3,2760.0,7684.0,2,no,No view,Excellent,2760,0,1978,0,13204 NE 45th St,Bellevue,WA 98005,May,Wednesday
461000.0,3,3,1980.0,7684.0,2,no,No view,Average,1590,0,1992,0,126th Ln NE,Kirkland,WA 98033,May,Wednesday
413800.0,3,2,1440.0,4421.0,1,no,No view,Average,1440,0,2007,0,23571-23613 NE Twinberry Way,Redmond,WA 98053,May,Wednesday
950000.0,5,4,1980.0,6000.0,2,no,Average view,Average,3570,0,2006,0,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,May,Wednesday
334990.0,4,3,2220.0,4228.0,2,no,No view,Average,2220,0,2014,0,11283-11399 5th Ave SW,Seattle,WA 98146,May,Wednesday
461000.0,5,3,1980.0,8401.0,2,no,Average view,Average,1590,0,2005,0,1010 6th St W,Kirkland,WA 98033,May,Wednesday
461000.0,3,4,3880.0,7684.0,2,no,Good view,Average,1590,180,2009,0,8090 Juanita Dr NE,Kirkland,WA 98034,May,Wednesday
461000.0,4,4,3810.0,8519.0,1,no,Poor view,Average,2680,1130,2007,0,10022 NE 110th St,Kirkland,WA 98033,May,Wednesday
556000.0,3,3,1960.0,1168.0,2,no,No view,Average,1600,360,2007,0,1150 NE Park Dr,Issaquah,WA 98029,May,Wednesday
360000.0,3,3,1530.0,1131.0,3,no,No view,Average,1530,0,2009,0,933 N 97th St,Seattle,WA 98103,May,Wednesday
480000.0,4,3,3250.0,7684.0,2,no,No view,Good,3250,0,1983,0,28030 185th Pl SE,Kent,WA 98042,May,Thursday
324000.0,3,3,1750.0,7208.0,2,no,No view,Average,1750,0,1994,0,11201 SE 190th Pl,Renton,WA 98055,May,Thursday
461000.0,4,4,3440.0,7684.0,2,no,No view,Average,3440,0,1983,2009,11704 NE 41st St,Kirkland,WA 98033,May,Thursday
275000.0,3,1,1170.0,7684.0,1,no,No view,Excellent,880,290,1962,0,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,May,Thursday
180000.0,3,1,870.0,5330.0,1,no,No view,Average,870,0,1969,2014,19654 SE 260th St,Covington,WA 98042,May,Thursday
749000.0,4,3,2930.0,7684.0,2,no,No view,Average,2930,0,1998,2006,1645 219th Pl SE,Sammamish,WA 98075,May,Thursday
461000.0,3,3,3160.0,7684.0,1,no,Average view,Good,1820,0,1966,0,9410 Lake Washington Blvd NE,Bellevue,WA 98004,May,Thursday
373500.0,2,1,800.0,3330.0,1,no,No view,Average,800,0,1918,0,108 NW 41st St,Seattle,WA 98107,May,Thursday
770000.0,4,3,2350.0,8001.0,2,no,No view,Good,2350,0,1987,0,14019 SE 61st Pl,Bellevue,WA 98006,May,Thursday
356000.0,2,2,1060.0,7684.0,1,no,No view,Average,1060,0,1977,2004,15523 187th Ave NE,Woodinville,WA 98072,May,Thursday
625000.0,3,2,2060.0,12558.0,1,no,No view,Good,1350,710,1984,0,6619 147th Ct NE,Redmond,WA 98052,May,Thursday
494400.0,2,2,1560.0,1750.0,1,no,No view,Good,780,780,1904,0,115 Blaine St,Seattle,WA 98109,May,Thursday
585000.0,4,2,3000.0,7684.0,1,no,Good view,Average,1500,0,1950,2005,3901 Park Ave N,Renton,WA 98056,May,Thursday
926300.0,3,2,1660.0,4800.0,2,no,No view,Average,1660,0,1907,1983,1814 1st Ave W,Seattle,WA 98119,May,Thursday
600000.0,3,2,1650.0,5100.0,1,no,No view,Excellent,1040,610,1908,0,547 NE 81st St,Seattle,WA 98115,May,Thursday
430000.0,4,3,3220.0,8936.0,2,no,No view,Average,2450,770,1990,2009,20301 96th Ave S,Kent,WA 98031,May,Thursday
307000.0,3,2,2320.0,7500.0,1,no,No view,Average,2320,0,1976,0,26905 NE Cherry St,Duvall,WA 98019,May,Thursday
604700.0,4,3,2750.0,7684.0,1,no,Good view,Average,1720,1030,1981,2013,27318 10th Pl S,Des Moines,WA 98198,May,Thursday
219900.0,3,1,910.0,6000.0,1,no,No view,Fair,910,0,1956,0,303 SW 108th St,Seattle,WA 98146,May,Thursday
270000.0,2,2,840.0,867.0,2,no,No view,Average,840,0,2005,0,9122 23rd Ave NE,Seattle,WA 98115,May,Thursday
432000.0,3,3,1470.0,1578.0,2,no,No view,Average,1090,380,2007,0,7202 California Ave SW,Seattle,WA 98136,May,Thursday
300000.0,3,2,2040.0,10812.0,1,no,No view,Good,2040,0,1943,0,555 Index Ave NE,Renton,WA 98056,May,Thursday
361000.0,3,1,1100.0,4046.0,1,no,Excellent view,Good,1100,0,1922,0,28764 Redondo Beach Dr S,Des Moines,WA 98198,May,Thursday
249950.0,2,1,940.0,8532.0,1,no,No view,Good,940,0,1959,0,628 SW 136th St,Burien,WA 98166,May,Thursday
320000.0,3,2,1110.0,10500.0,1,no,No view,Excellent,1110,0,1978,0,17040 426th Ave SE,North Bend,WA 98045,May,Thursday
305000.0,4,2,2200.0,8100.0,1,no,No view,Excellent,1400,800,1942,0,12036 23rd Ave S,Seattle,WA 98168,May,Thursday
503000.0,2,2,2860.0,7684.0,1,yes,Excellent view,Average,1510,0,1948,2003,4338 SW 307th St,Federal Way,WA 98023,May,Thursday
235750.0,2,1,740.0,11250.0,1,no,No view,Fair,740,0,1938,0,11050 24th Pl SW,Seattle,WA 98146,May,Thursday
657000.0,4,2,2740.0,8520.0,1,no,Average view,Average,1370,0,1954,2005,5524 S Morgan St,Seattle,WA 98118,May,Thursday
385000.0,3,1,1250.0,7300.0,1,no,No view,Good,1250,0,1956,0,16204 SE 8th St,Bellevue,WA 98008,May,Thursday
389950.0,4,3,3140.0,8060.0,2,no,No view,Average,3140,0,1991,0,32800 7th Ave SW,Federal Way,WA 98023,May,Thursday
150000.0,2,1,820.0,10270.0,1,no,No view,Average,820,0,1954,2005,10218 Aqua Way S,Seattle,WA 98168,May,Thursday
254500.0,4,3,2570.0,7264.0,2,no,No view,Average,1720,850,1998,2006,1621 56th Ct SE,Auburn,WA 98092,May,Thursday
555000.0,4,3,2350.0,8140.0,1,no,No view,Good,1430,920,1977,0,15800 SE 50th St,Bellevue,WA 98006,May,Thursday
461000.0,4,3,3600.0,9200.0,1,no,Excellent view,Good,2100,0,1976,1992,2646 168th Ave SE,Bellevue,WA 98008,May,Thursday
245000.0,4,2,1580.0,8000.0,1,no,No view,Average,1040,540,1967,2011,2306 S 284th Pl,Federal Way,WA 98003,May,Thursday
319950.0,2,1,1070.0,5824.0,1,no,Average view,Excellent,1070,0,1949,0,7057 S Lakeridge Dr,Seattle,WA 98178,May,Thursday
337000.0,3,1,1070.0,6109.0,1,no,No view,Excellent,1070,0,1951,0,12551 Roosevelt Way NE,Seattle,WA 98125,May,Thursday
492000.0,4,2,1640.0,5000.0,2,no,No view,Average,1640,0,1907,1983,639 NW 52nd St,Seattle,WA 98107,May,Thursday
461000.0,3,3,2890.0,12130.0,2,no,Good view,Good,2830,60,1987,0,4506 Lake Washington Blvd NE,Kirkland,WA 98033,May,Thursday
348580.0,3,1,1220.0,7876.0,1,no,No view,Average,1220,0,1966,1963,14405 105th Ave NE,Kirkland,WA 98034,May,Thursday
180000.0,2,1,1400.0,4500.0,1,no,No view,Average,900,500,1922,2008,309 Hardie Ave NW,Renton,WA 98057,May,Thursday
400000.0,3,1,1040.0,6250.0,1,no,No view,Average,1040,0,1942,1999,5440 42nd Ave SW,Seattle,WA 98136,May,Thursday
295000.0,4,2,980.0,10640.0,1,no,No view,Excellent,980,0,1978,0,17026 426th Ave SE,North Bend,WA 98045,May,Thursday
910000.0,4,4,3340.0,10890.0,1,no,No view,Average,2240,1100,1963,2000,15243 NE 71st Ct,Redmond,WA 98052,May,Thursday
461000.0,3,3,1980.0,7684.0,2,no,No view,Average,1590,0,1996,0,4616 252nd Ave SE,Issaquah,WA 98029,May,Thursday
431500.0,3,4,1900.0,1612.0,2,no,No view,Average,1430,470,2008,0,6527 41st Ave SW,Seattle,WA 98136,May,Thursday
180000.0,4,2,1740.0,7292.0,1,no,No view,Average,1020,720,1962,2003,13904 24th Ave S,SeaTac,WA 98168,May,Thursday
677000.0,3,2,2000.0,3207.0,1,no,No view,Good,1100,900,1916,0,1330 N Lucas Pl,Seattle,WA 98103,May,Thursday
461000.0,3,2,1610.0,7200.0,1,no,No view,Average,1090,520,1973,2013,1015 36th Ave E,Seattle,WA 98112,May,Thursday
635700.0,4,3,3240.0,7684.0,1,no,No view,Average,1860,0,1977,2004,2069 211th Ave NE,Sammamish,WA 98074,May,Thursday
482000.0,5,3,2230.0,9600.0,1,no,No view,Average,1320,910,1978,0,16218 195th Pl NE,Woodinville,WA 98077,May,Thursday
168000.0,2,3,1160.0,2174.0,2,no,No view,Average,1160,0,1998,2006,8601-8633 26th Ave SW,Seattle,WA 98106,May,Thursday
805000.0,4,3,2410.0,6000.0,1,no,No view,Excellent,1410,1000,1950,0,3210 NW 58th St,Seattle,WA 98107,May,Thursday
398000.0,2,1,590.0,10945.0,1,no,No view,Average,590,0,1983,2009,29613-29615 232nd Ave SE,Black Diamond,WA 98010,May,Thursday
665000.0,4,3,2600.0,7684.0,2,no,No view,Average,2600,0,1996,0,14623 SE 82nd Ct,Newcastle,WA 98059,May,Thursday
592500.0,4,3,2170.0,8240.0,1,no,No view,Good,1370,800,1968,0,18504 NE 21st St,Redmond,WA 98052,May,Thursday
940000.0,4,3,2080.0,4000.0,1,no,No view,Average,2080,0,1912,2000,6042 Sycamore Ave NW,Seattle,WA 98107,May,Thursday
655000.0,4,3,2860.0,12394.0,2,no,No view,Average,2860,0,1999,0,2853 234th Ave SE,Sammamish,WA 98075,May,Thursday
622500.0,4,3,2980.0,8107.0,2,no,No view,Average,2980,0,2000,0,34823 Rhododendron Dr SE,Snoqualmie,WA 98065,May,Thursday
380000.0,2,3,1230.0,987.0,2,no,No view,Average,1060,170,2011,0,2031 S Washington St,Seattle,WA 98144,May,Thursday
648360.0,4,2,2260.0,7005.0,1,no,Poor view,Good,1130,1130,1947,1988,137 18th Ave,Kirkland,WA 98033,May,Thursday
432000.0,3,3,2200.0,7684.0,1,no,No view,Average,1100,1100,1982,0,21013 NE 60th Pl,Redmond,WA 98053,May,Thursday
461000.0,4,3,3030.0,12590.0,1,no,No view,Good,3030,0,1988,0,3255 111th Ave SE,Bellevue,WA 98004,May,Thursday
353250.0,2,1,1060.0,1600.0,2,no,No view,Average,1060,0,1979,2014,1523 30th Ave S,Seattle,WA 98144,May,Thursday
461000.0,4,3,1980.0,7684.0,2,no,No view,Average,1590,0,1996,0,2432 267th Ct SE,Sammamish,WA 98075,May,Thursday
320000.0,3,3,998.0,844.0,2,no,No view,Average,798,200,2007,0,820 NW 95th St,Seattle,WA 98117,May,Thursday
349900.0,4,3,2052.0,3723.0,2,no,No view,Average,2052,0,2014,0,35650 30th Ave S,Federal Way,WA 98003,May,Thursday
330000.0,4,4,3150.0,6202.0,2,no,No view,Average,3150,0,2005,0,22547 134th Pl SE,Kent,WA 98042,May,Thursday
408000.0,3,3,1950.0,7221.0,1,no,No view,Good,1950,0,2006,0,3742 S 192nd St,SeaTac,WA 98188,May,Thursday
321000.0,3,3,1347.0,1292.0,3,no,No view,Average,1347,0,2010,0,14007-14017 35th Ave NE,Seattle,WA 98125,May,Thursday
461000.0,4,4,3860.0,5474.0,2,no,No view,Average,1590,0,2007,0,2603 NE Davis Loop,Issaquah,WA 98029,May,Thursday
461000.0,4,3,1980.0,10320.0,2,no,No view,Average,1590,0,2008,0,1500-1598 98th Ave NE,Bellevue,WA 98004,May,Thursday
359000.0,3,2,1360.0,885.0,3,no,No view,Average,1360,0,2008,0,709 N 94th St,Seattle,WA 98103,May,Thursday
300000.0,5,3,2760.0,6000.0,2,no,No view,Average,2760,0,2006,0,843 S Rose St,Seattle,WA 98108,May,Thursday
380000.0,5,4,2420.0,4670.0,2,no,No view,Average,2420,0,2013,1923,8803 38th Ave S,Seattle,WA 98118,May,Thursday
660000.0,3,3,2450.0,4332.0,2,no,No view,Average,2450,0,2010,0,10741 242nd Pl NE,Redmond,WA 98053,May,Thursday
355000.0,3,3,1280.0,959.0,3,no,No view,Average,1280,0,2005,0,8526 Nesbit Ave N,Seattle,WA 98103,May,Thursday
259000.0,3,3,1550.0,3569.0,2,no,No view,Average,1550,0,2011,0,1506 51st St NE,Auburn,WA 98002,May,Thursday
353000.0,3,1,550.0,1279.0,2,no,No view,Average,550,0,2008,0,1620 14th Ave,Seattle,WA 98122,May,Thursday
430000.0,2,3,1520.0,1588.0,2,no,No view,Average,1240,280,2007,0,2310 15th Ave S,Seattle,WA 98144,May,Thursday
460000.0,3,1,1670.0,4005.0,1,no,No view,Good,1170,500,1939,1989,8030 18th Ave NW,Seattle,WA 98117,May,Friday
80000.0,3,1,430.0,5050.0,1,no,No view,Fair,430,0,1912,0,32215 E Rutherford St,Carnation,WA 98014,May,Friday
782000.0,4,3,2380.0,9614.0,2,no,No view,Good,2380,0,1991,0,16810 SE 47th Way,Bellevue,WA 98006,May,Friday
218000.0,3,1,960.0,9633.0,1,no,No view,Excellent,960,0,1982,0,506 Harmony Ln,Enumclaw,WA 98022,May,Friday
325000.0,3,1,1920.0,6862.0,1,no,Average view,Average,1120,800,1952,2008,4602 S Fletcher St,Seattle,WA 98118,May,Friday
461000.0,4,3,3680.0,5854.0,1,no,Good view,Average,2060,0,1967,2011,1414 Magnolia Blvd W,Seattle,WA 98199,May,Friday
902000.0,4,3,2530.0,9200.0,1,no,No view,Excellent,1570,960,1976,0,4632 141st Ct SE,Bellevue,WA 98006,May,Friday
556000.0,5,3,3840.0,7684.0,2,no,No view,Average,1590,0,1991,0,739 SW 337th St,Federal Way,WA 98023,May,Friday
662990.0,3,2,1240.0,3600.0,1,no,No view,Excellent,1240,0,1926,0,2552 57th Ave SW,Seattle,WA 98116,May,Friday
225000.0,2,1,1300.0,11867.0,1,no,No view,Good,1300,0,1975,0,33023 SE 310th St,Ravensdale,WA 98051,May,Friday
439950.0,4,3,2380.0,12067.0,2,no,No view,Average,2380,0,2002,0,313 Mt Baker Pl NE,Renton,WA 98059,May,Friday
175000.0,2,1,1300.0,7684.0,1,no,No view,Excellent,1300,0,1958,0,30557 55th Ave S,Auburn,WA 98001,May,Friday
306000.0,2,1,780.0,7684.0,1,no,No view,Good,780,0,1946,1989,15210 Mink Rd NE,Woodinville,WA 98077,May,Friday
235000.0,4,3,1810.0,7684.0,1,no,No view,Average,1230,580,1970,2014,17421 SE Covington Sawyer Rd,Kent,WA 98042,May,Friday
399500.0,3,2,2420.0,12676.0,2,no,No view,Average,2420,0,1911,1986,227 W Park St,North Bend,WA 98045,May,Friday
478000.0,3,1,1280.0,2580.0,1,no,No view,Average,1280,0,1910,2014,6008 8th Ave NE,Seattle,WA 98115,May,Friday
515000.0,2,1,1680.0,6500.0,1,no,No view,Good,1140,540,1941,1998,5906 44th Ave SW,Seattle,WA 98136,May,Friday
550000.0,3,3,2510.0,5400.0,2,no,No view,Average,2510,0,1992,0,919 N 33rd St,Renton,WA 98056,May,Friday
149000.0,3,1,1700.0,8645.0,1,no,No view,Average,1700,0,1955,2005,12701 2nd Ave SW,Seattle,WA 98146,May,Friday
526000.0,3,2,1680.0,3420.0,1,no,No view,Average,960,720,1992,0,7717 35th Ave NE,Seattle,WA 98115,May,Friday
527550.0,3,1,820.0,7684.0,1,no,No view,Average,820,0,1999,0,7608 N Fork Rd SE,Snoqualmie,WA 98065,May,Friday
461000.0,3,4,1980.0,7684.0,2,no,No view,Excellent,1590,0,1983,0,17301 NE 131st St,Redmond,WA 98052,May,Friday
625000.0,3,3,2600.0,10092.0,1,no,No view,Average,2600,0,1984,0,22922 NE 14th St,Sammamish,WA 98074,May,Friday
950000.0,5,4,3400.0,7452.0,2,no,No view,Average,3400,0,1999,0,15251 NE 6th St,Bellevue,WA 98007,May,Friday
377691.0,5,2,2120.0,8399.0,1,no,No view,Good,1320,800,1942,1982,18318 Meridian Ave N,Shoreline,WA 98133,May,Friday
648475.0,4,3,2250.0,5700.0,1,no,No view,Average,1200,1050,1951,1994,2436 Dexter Ave N,Seattle,WA 98109,May,Friday
383000.0,3,1,1800.0,5612.0,1,no,No view,Good,1200,600,1942,1982,8639 36th Ave SW,Seattle,WA 98126,May,Friday
535000.0,3,3,2210.0,7620.0,2,no,No view,Average,2210,0,1994,0,10526 157th Ave NE,Redmond,WA 98052,May,Friday
449950.0,3,2,1560.0,4080.0,2,no,No view,Average,1560,0,1923,1982,828 NE 83rd St,Seattle,WA 98115,May,Friday
465425.0,4,3,2430.0,7684.0,1,no,No view,Average,2430,0,1967,2011,14951 NE 204th St,Woodinville,WA 98072,May,Friday
675000.0,4,3,2560.0,7684.0,2,no,No view,Good,2560,0,1987,0,26007 SE 27th St,Sammamish,WA 98075,May,Friday
599000.0,3,3,1960.0,2500.0,1,no,No view,Excellent,1410,550,1926,0,427 N 63rd St,Seattle,WA 98103,May,Friday
416000.0,3,2,1110.0,9762.0,1,no,No view,Good,1110,0,1963,0,14222 NE 80th Pl,Redmond,WA 98052,May,Friday
595000.0,2,2,1030.0,4500.0,1,no,No view,Average,830,200,1924,2011,2726 Mayfair Ave N,Seattle,WA 98109,May,Friday
200000.0,4,1,1350.0,11507.0,1,no,No view,Average,1350,0,1966,1963,19516-19598 108th Ave SE,Renton,WA 98055,May,Friday
402000.0,3,2,1540.0,1827.0,2,no,No view,Average,1540,0,2005,0,2460 NE Park Dr,Issaquah,WA 98029,May,Friday
433000.0,4,2,1830.0,9600.0,1,no,No view,Good,1010,820,1966,0,16130 SE Newport Way,Bellevue,WA 98006,May,Friday
275000.0,4,2,1930.0,7684.0,2,no,No view,Average,1930,0,1979,2014,28616 28th Pl S,Federal Way,WA 98003,May,Friday
410000.0,3,2,1650.0,9641.0,1,no,No view,Average,1650,0,1983,2009,12721 83rd Ct NE,Kirkland,WA 98034,May,Friday
554820.0,4,2,3510.0,7684.0,1,no,Average view,Average,2210,0,1965,1982,1962 SW 172nd St,Burien,WA 98166,May,Friday
461000.0,4,3,3370.0,7920.0,1,no,Good view,Average,1860,0,1988,2000,3524 NW 67th St,Seattle,WA 98117,May,Friday
735000.0,3,3,2390.0,9157.0,2,no,No view,Average,2390,0,1984,0,14500-14526 NE 61st St,Redmond,WA 98052,May,Friday
607000.0,3,1,1230.0,8114.0,1,no,No view,Good,1230,0,1951,1999,3126 108th Ave SE,Bellevue,WA 98004,May,Friday
549900.0,4,3,2830.0,7684.0,2,no,No view,Good,2830,0,1987,0,34422 176th Ave SE,Auburn,WA 98092,May,Friday
258000.0,3,2,1620.0,7540.0,1,no,No view,Average,1310,310,1988,2000,21659 SE 266th St,Maple Valley,WA 98038,May,Friday
661254.0,4,4,2290.0,6250.0,1,no,No view,Excellent,1690,600,1940,0,2319 41st Ave SW,Seattle,WA 98116,May,Friday
945000.0,4,2,2840.0,7684.0,1,no,No view,Average,1420,0,1952,2008,9723 NE 15th St,Clyde Hill,WA 98004,May,Friday
799950.0,4,4,1980.0,7684.0,2,no,No view,Average,1590,0,1993,0,5002 Jasmine Ave SE,Auburn,WA 98092,May,Friday
132500.0,3,1,1080.0,10500.0,1,no,No view,Average,1080,0,1967,2011,4411 S 314th St,Auburn,WA 98001,May,Friday
467100.0,3,2,1620.0,8645.0,1,no,No view,Average,1190,430,1973,2013,6605-6609 141st Pl NE,Redmond,WA 98052,May,Friday
461000.0,4,4,1980.0,11600.0,2,no,Good view,Average,3060,0,1990,2009,2758 68th Ave SE,Mercer Island,WA 98040,May,Friday
641000.0,3,2,1620.0,3975.0,1,no,No view,Excellent,940,680,1926,0,6729 Dibble Ave NW,Seattle,WA 98117,May,Friday
350000.0,3,1,1010.0,11244.0,1,no,No view,Good,1010,0,1947,1988,16220 8th Ave NE,Shoreline,WA 98155,May,Friday
335000.0,4,3,1750.0,8476.0,1,no,No view,Good,1240,510,1983,0,15216 SE 176th Pl,Renton,WA 98058,May,Friday
900000.0,3,4,1980.0,7684.0,1,no,Good view,Average,1590,0,2000,0,37739 Auburn Enumclaw Rd SE,Auburn,WA 98092,May,Friday
440000.0,4,3,2560.0,10400.0,1,no,No view,Good,1280,0,1965,0,749 Mountain View Pl SW,Issaquah,WA 98027,May,Friday
464600.0,3,2,1120.0,5500.0,1,no,No view,Good,1120,0,1925,1968,6617 Beveridge Pl SW,Seattle,WA 98136,May,Friday
461000.0,4,4,1980.0,7684.0,2,no,No view,Average,1590,0,2003,0,19933 NE 85th St,Redmond,WA 98053,May,Friday
300000.0,2,1,1340.0,7788.0,1,no,Average view,Average,1340,0,1947,2012,7111 S Ryan St,Seattle,WA 98178,May,Friday
670500.0,4,2,1590.0,6750.0,1,no,No view,Average,1590,0,1951,1994,2333 12th Ave E,Seattle,WA 98102,May,Friday
552000.0,3,1,1430.0,5000.0,1,no,No view,Good,1080,350,1919,1985,6008 29th Ave NE,Seattle,WA 98115,May,Friday
244000.0,4,1,1450.0,8960.0,1,no,No view,Average,1450,0,1943,2002,1011 SW 118th St,Seattle,WA 98146,May,Friday
788600.0,4,3,3500.0,7200.0,2,no,No view,Average,3500,0,2005,0,8930-9034 236th Ave NE,Redmond,WA 98053,May,Friday
445000.0,3,2,1630.0,8702.0,1,no,No view,Average,1630,0,1987,2000,1905 NE 29th Ct,Renton,WA 98056,May,Friday
530000.0,4,2,1814.0,5000.0,1,no,No view,Good,944,870,1951,1999,7532 44th Ave NE,Seattle,WA 98115,May,Friday
90000.0,2,1,580.0,7500.0,1,no,No view,Average,580,0,1943,2002,6621 S 131st Pl,Seattle,WA 98178,May,Friday
585000.0,3,2,1670.0,4572.0,1,no,No view,Average,1670,0,1931,0,7705 13th Ave NW,Seattle,WA 98117,May,Friday
498000.0,2,2,1140.0,8282.0,1,no,No view,Average,1140,0,1924,2009,2086 Market St,Kirkland,WA 98033,May,Friday
379000.0,2,1,800.0,6380.0,1,no,Average view,Average,800,0,1940,1996,1709 NE 86th St,Seattle,WA 98115,May,Friday
462000.0,3,2,1300.0,2580.0,1,no,No view,Excellent,820,480,1919,1934,825 NE 63rd St,Seattle,WA 98115,May,Friday
388000.0,4,3,2440.0,7155.0,2,no,No view,Average,2440,0,1993,0,16032 SE 170th Pl,Renton,WA 98058,May,Friday
255000.0,3,2,1490.0,8371.0,1,no,No view,Average,1490,0,1984,0,11405 SE 229th St,Kent,WA 98031,May,Friday
665000.0,3,3,1800.0,9550.0,1,no,No view,Good,1320,480,1966,0,12115 SE 44th Pl,Bellevue,WA 98006,May,Friday
550000.0,3,2,1830.0,9152.0,1,no,No view,Excellent,1830,0,1959,0,11815 SE 56th St,Bellevue,WA 98006,May,Friday
606000.0,3,1,1500.0,3920.0,1,no,No view,Average,1000,500,1947,2012,128 NW 59th St,Seattle,WA 98107,May,Friday
334000.0,4,3,2210.0,6080.0,1,no,Average view,Good,1410,800,1965,0,12413 84th Ave S,Seattle,WA 98178,May,Friday
360000.0,3,2,1270.0,1323.0,3,no,No view,Average,1270,0,2006,0,8830 Midvale Ave N,Seattle,WA 98103,May,Friday
235000.0,2,1,1140.0,1730.0,1,no,No view,Average,1010,130,2007,0,3002 SW Cycle Ct,Seattle,WA 98126,May,Friday
580000.0,3,3,1620.0,1173.0,3,no,Excellent view,Average,1470,150,2008,0,5410 Greenwood Ave N,Seattle,WA 98103,May,Friday
355000.0,3,2,1220.0,1186.0,3,no,No view,Average,1220,0,2007,0,9245a Interlake Ave N,Seattle,WA 98103,May,Friday
375000.0,2,3,750.0,1430.0,2,no,No view,Average,750,0,2006,0,1700 E Columbia St,Seattle,WA 98122,May,Friday
372000.0,4,2,1960.0,9300.0,1,no,No view,Excellent,1340,620,1979,0,16803 426th Pl SE,North Bend,WA 98045,May,Saturday
479000.0,3,1,1370.0,3000.0,1,no,No view,Average,1370,0,1924,2011,611 N 46th St,Seattle,WA 98103,May,Saturday
461000.0,5,4,1980.0,4443.0,3,yes,Excellent view,Average,1590,0,2004,2003,4277 E Lake Sammamish Shore Ln SE,Sammamish,WA 98075,May,Saturday
461000.0,4,3,1980.0,7684.0,2,no,No view,Average,1590,0,1998,2006,29002 NE 3rd Way,Carnation,WA 98014,May,Saturday
501000.0,2,1,1010.0,4320.0,1,no,No view,Excellent,1010,0,1924,1956,7550 Roosevelt Way NE,Seattle,WA 98115,May,Saturday
245000.0,3,2,1260.0,6908.0,1,no,No view,Average,1260,0,1994,0,23221 SE 242nd St,Maple Valley,WA 98038,May,Saturday
496700.0,3,3,1740.0,5782.0,2,no,No view,Good,1740,0,1989,0,3512 253rd Ct SE,Issaquah,WA 98029,May,Saturday
347000.0,4,2,2670.0,10026.0,2,no,No view,Average,2670,0,1996,0,1121 48th Ct SE,Auburn,WA 98092,May,Saturday
199000.0,2,1,720.0,7200.0,1,no,No view,Excellent,720,0,1943,0,3113 SE 6th St,Renton,WA 98058,May,Saturday
440500.0,3,3,2460.0,4399.0,2,no,No view,Average,2460,0,2007,0,34214 SE Carmichael St,Snoqualmie,WA 98065,May,Saturday
820000.0,4,3,3670.0,7000.0,2,no,No view,Average,1590,0,2005,0,19454 SE 27th Pl,Sammamish,WA 98075,May,Saturday
325000.0,4,4,2630.0,3435.0,1,no,Good view,Average,1640,990,1984,0,18641 48th Pl S,SeaTac,WA 98188,May,Sunday
195000.0,3,2,1570.0,8459.0,1,no,No view,Average,1570,0,1991,0,1168 Semanski St,Enumclaw,WA 98022,May,Sunday
675000.0,3,3,2980.0,7684.0,1,no,No view,Average,1820,1160,1981,2013,15017-15023 NE 144th St,Redmond,WA 98052,May,Sunday
295000.0,3,3,1560.0,4200.0,2,no,No view,Average,1560,0,2003,0,23620 SE 243rd Pl,Maple Valley,WA 98038,May,Sunday
355300.0,3,3,1620.0,7410.0,1,no,No view,Excellent,1620,0,1955,0,19584-19766 Meridian Ave N,Shoreline,WA 98133,May,Sunday
276000.0,3,1,1140.0,5000.0,1,no,No view,Average,1140,0,1960,2012,5403 23rd Ave SW,Seattle,WA 98106,May,Monday
460000.0,2,2,2730.0,7684.0,1,no,No view,Good,1570,1160,1976,1992,19807 330th Ave NE,Duvall,WA 98019,May,Monday
880000.0,3,2,2130.0,7684.0,1,no,No view,Good,2130,0,1989,0,16704 162nd Ave NE,Woodinville,WA 98072,May,Monday
370000.0,3,3,1780.0,4050.0,2,no,No view,Average,1780,0,2001,0,1743 NE 146th St,Shoreline,WA 98155,May,Monday
346000.0,4,3,2100.0,3916.0,2,no,No view,Average,2100,0,2009,0,11674 SE 189th Pl,Renton,WA 98058,May,Monday
